\ComputerVision\Source\Image\_Methods\Tools\WriteBMPFile.vi;File:Write:BMP File;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/tools/files/write/README.md;0.6242;
\ComputerVision\Source\Image\_Methods\Tools\WriteJPEG2000File.vi;File:Write:JPEG2000 File;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/tools/files/write/jpeg2000-file/README.md;0.8507;Type : VI.
\ComputerVision\Source\Image\_Methods\Tools\WriteJPEGFile.vi;File:Write:JPEG File;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/tools/files/write/jpeg2000-file/README.md;0.7568;Type : VI.
\ComputerVision\Source\Image\_Methods\Tools\WritePNGFile.vi;File:Write:PNG File;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/tools/files/write/png-file/README.md;0.7629;Type : VI.
\ComputerVision\Source\Image\_Methods\Tools\Draw.vi;Pixel Editing:Draw:Geometry;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/tools/pixel-editing/draw/geometry/README.md;0.8029;Draw geometric objects in an image. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Tools\DrawText.vi;Pixel Editing:Draw:Text;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/tools/pixel-editing/draw/text/README.md;0.8321;Draw text in an image. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Tools\GetTextSize.vi;Pixel Editing:Draw:Get Text Size;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/tools/pixel-editing/draw/get-text-size/README.md;1.0000;Return the size of the text in pixel. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Tools\ExtractColorPlanes.vi;Pixel Editing:Color:Extract Color Planes;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/tools/pixel-editing/color/extract-color-planes/README.md;0.8548;Extracts the three planes (RGB, HSL, HSV, or HSI) from an image. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Tools\ExtractSingleColorPlane.vi;Pixel Editing:Color:Extract Single Color Plane;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/tools/pixel-editing/color/extract-single-color-plane/README.md;0.8613;Extracts a single plane from a color image. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Tools\SetPixelLine.vi;Pixel Editing:Grayscale:Set Pixel Line;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/tools/pixel-editing/grayscale/set-pixel-line/README.md;1.0000;Changes the intensity values in a line of pixels of an image. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Tools\GetPixelLine.vi;Pixel Editing:Grayscale:Get Pixel Line;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/tools/pixel-editing/grayscale/get-pixel-line/README.md;1.0000;Extracts the intensity values of a line of pixels. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Tools\SetPixelValue.vi;Pixel Editing:Grayscale:Set Pixel Value;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/tools/pixel-editing/grayscale/set-pixel-value/README.md;1.0000;Changes a pixel value in an image. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Tools\GetPixelValue.vi;Pixel Editing:Grayscale:Get Pixel Value;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/tools/pixel-editing/grayscale/get-pixel-value/README.md;1.0000;Reads a pixel value from an image. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Tools\ColorToRGB.vi;Pixel Editing:Color:Color To RGB;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/tools/pixel-editing/color/color-to-rgb/README.md;0.8506;Extracts the three planes (RGB or HSL) from an image.​ Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Tools\SetColorPixelValue.vi;Pixel Editing:Color:Set Color Pixel Value;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/tools/pixel-editing/color/set-color-pixel-value/README.md;1.0000;Changes a pixel value in a color image. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Tools\GetColorPixelValue.vi;Pixel Editing:Color:Get Color Pixel Value;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/tools/pixel-editing/color/get-color-pixel-value/README.md;1.0000;Reads the pixel values from a color image. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Tools\SetColorPixelLine.vi;Pixel Editing:Color:Set Color Pixel Line;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/tools/pixel-editing/color/set-color-pixel-line/README.md;1.0000;Changes a line of pixels from a color image. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Tools\GetColorPixelLine.vi;Pixel Editing:Color:Get Color Pixel Line;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/tools/pixel-editing/color/get-color-pixel-line/README.md;1.0000;Extracts a line of pixels from a color image. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Tools\ImageToArray.vi;Pixel Editing:Grayscale:Image To Array;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/tools/pixel-editing/grayscale/image-to-array/README.md;0.8857;Extracts the pixels from an image, into a U8 or I16 2D array.​ Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Tools\ImageToU8Array.vi;Pixel Editing:Grayscale:Image To U8 Array;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/tools/pixel-editing/grayscale/image-to-u8-array/README.md;0.8857;Extracts the pixels from an image, into a U8 2D array. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Tools\ImageToI16Array.vi;Pixel Editing:Grayscale:Image To I16 Array;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/tools/pixel-editing/grayscale/i16-array-to-image/README.md;0.8637;Creates an image from a 2D array. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Tools\U8ArrayToImage.vi;Pixel Editing:Grayscale:U8 Array To Image;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/tools/pixel-editing/grayscale/u8-array-to-image/README.md;0.8857;Creates an image from a 2D array. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Tools\I16ArrayToImage.vi;Pixel Editing:Grayscale:I16 Array To Image;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/tools/pixel-editing/grayscale/i16-array-to-image/README.md;0.8856;Creates an image from a 2D array. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Tools\ColorImageToU32Array.vi;Pixel Editing:Color:Color Image To U32 Array;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/tools/pixel-editing/color/color-image-to-u32-array/README.md;0.8852;Extracts the pixels from a color image or from part of a color image into a U32 2D array. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Tools\ColorImageToU8C3Array.vi;Pixel Editing:Color:Color Image To U8C3 Array;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/tools/pixel-editing/color/color-image-to-u8c3-array/README.md;0.8852;Extracts the pixels from a color image or from part of a color image into a U8 3D array. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Tools\U8ArrayToColorImage.vi;Pixel Editing:Color:U8 Array To Color Image;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/tools/pixel-editing/color/u8-array-to-color-image/README.md;0.8852;Transform 3D U8 Array into Color Image. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Tools\U32ArrayToColorImage.vi;Pixel Editing:Color:U32 Array To Color Image;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/tools/pixel-editing/color/u32-array-to-color-image/README.md;0.8852;Creates a color image from a 2D array. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Tools\GroupROIs.vi;Region of Interest:Group ROIs;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/tools/region-of-interest/group-rois/README.md;0.8421;Builds a single ROI descriptor from an of array ROI descriptors. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Tools\InsertROIImage.vi;Region of Interest:Insert ROI Image;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/tools/region-of-interest/insert-roi-images/README.md;0.8519;Inserts multiple images in the Src Image. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Tools\MaskToROI.vi;Region of Interest:Mask To ROI;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/tools/region-of-interest/mask-to-roi/README.md;0.8487;Transform a mask into a region of interest. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Tools\RectangleToROI.vi;Region of Interest:Rectangle To ROI;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/tools/region-of-interest/rectangle-to-roi/README.md;0.8507;Converts a rectangle or rotated rectangle to an ROI Descriptor. The contour of the ROI Descriptor returned is always of the type rotated rectangle.​ Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Tools\ROIToMask.vi;Region of Interest:ROI To Mask;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/tools/region-of-interest/roi-to-mask/README.md;0.7883;Transform a Region of Interest into Mask. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Tools\UngroupROIs.vi;Region of Interest:Ungroup ROIs;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/tools/region-of-interest/ungroup-rois/README.md;0.8442;Separates an ROI descriptor describing many contours into an array of ROI descriptors. Each of the ROI descriptors returned contains a single contour. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Tools\ImageROIToDisplayROI.vi;Region of Interest:Image ROI To Display ROI;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/tools/region-of-interest/image-roi-to-display-roi/README.md;0.8697;Convert Image ROIs to Display/Annotation ROIs.​ Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Tools\DisplayImage.vi;Additional Window:Display Image;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/tools/additional-windows/display-image/README.md;0.8850;Display the image on a separate window. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Tools\MoveWindow.vi;Additional Window:Move;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/tools/additional-windows/move-window/README.md;0.8311;Move the separate window according to its “Window Name”. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Tools\ResizeWindow.vi;Additional Window:Resize;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/tools/additional-windows/resize-window/README.md;0.8319;Resize the separate window according to its “Window Name”. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Tools\ReleaseDisplayImage.vi;Additional Window:Release Window;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/tools/additional-windows/release-windows/README.md;0.6607;Release the image on a separate window​. Type : polymorphic .
\ComputerVision\Source\VideoCapture\_Methods\InitializeCamera.vi;Open Camera;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/session/open-camera/README.md;0.8790;Opens camera reference according to index. Type : polymorphic .
\ComputerVision\Source\VideoCapture\_Methods\InitializeVideo.vi;Open Video;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/session/open-video/README.md;0.9240;Create video session reference from the path file. Type : polymorphic .
\ComputerVision\Source\VideoCapture\_Methods\ReadFrame.vi;Read Frame;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/session/read-frame/README.md;0.8185;Read the last frame. Type : polymorphic .
\ComputerVision\Source\VideoCapture\_Methods\GetVideoInfo.vi;Get Video Info;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/session/get-video-info/README.md;1.0000;Obtains information about the video file. Type : polymorphic .
\ComputerVision\Source\VideoCapture\_Methods\GetVideoInfoFromFile.vi;Get Video Info From File;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/session/get-video-info/README.md;0.7350;Obtains information about the video file. Type : polymorphic .
\ComputerVision\Source\VideoCapture\_Methods\GetCameraModes.vi;Get Camera Modes;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/session/get-camera-modes/README.md;1.0000;Enumerates camera mode for the actual camera instance. Type : polymorphic .
\ComputerVision\Source\VideoCapture\_Methods\SetCameraMode.vi;Set Camera Mode;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/session/set-camera-mode/README.md;1.0000;Modify the camera mode (Resolution and FPS). Type : polymorphic .
\ComputerVision\Source\VideoCapture\_Methods\GetSessionParam.vi;Get Session Parameters;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/session/get-session-parameters/README.md;0.9599;Retrieve a parameter from the session reference (Camera/Video). Type : polymorphic .
\ComputerVision\Source\VideoCapture\_Methods\SetSessionParam.vi;Set Session Parameters;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/session/set-session-parameters/README.md;0.9588;Sets a property in the session. Type : polymorphic .
\ComputerVision\Source\VideoCapture\_Methods\ReleaseSession.vi;Release Session;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/session/release-session/README.md;0.8174;Close the session reference (Video/Camera). Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Functions\BuildKernel.vi;Filters:Build Kernel;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/functions/filters/build-kernel/README.md;0.8426;Constructs a convolution matrix by converting a string. This string can represent either integers or floating-point values. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Functions\CannyImage.vi;Filters:Canny Edge Detection;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/functions/filters/canny-edge-detection/README.md;0.7249;Uses a specialized edge detection method to accurately estimate the location of edges even under conditions of poor signal-to-noise ratios. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Functions\ConvoluteImage.vi;Filters:Convolute;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/functions/filters/convolute/README.md;0.7287;Filters an image using a linear filter. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Functions\EdgeDetectionImage.vi;Filters:Edge Detection;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/functions/filters/edge-detection/README.md;0.7777;Extracts the contours (detects edges) in gray-level values. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Functions\GaussianBlurImage.vi;Filters:Gaussian Blur;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/functions/filters/gaussian-blur/README.md;0.7780;Blurs an image using a Gaussian filter. The function convolves the source image with the specified Gaussian kernel. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Functions\GetKernel.vi;Filters:Get Kernel;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/functions/filters/get-kernel/README.md;1.0000;Reads a predefined kernel. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Functions\FillHoleImage.vi;Form:Fill Hole;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/functions/form/fill-hole/README.md;0.7787;Fills the holes found in a particle. The holes are filled with a pixel value of 1. The source image must be an 8-bit binary image. The holes found in contact with the image border are never filled because it is impossible to determine whether these holes are part of a particle. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Functions\MorphologyImage.vi;Form:Morphology;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/functions/form/morphology/README.md;0.7286;Performs primary morphological transformations. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Functions\ParticleFilter.vi;Form:Particle Filter;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/functions/form/particle-filter/README.md;0.8403;Filters (keeps or removes) each particle in an image according to its measurements. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Functions\RejectBorderImage.vi;Form:Reject Border;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/functions/form/reject-border/README.md;0.7805;Eliminates particles that touch the border of an image. The source image must be an 8-bit binary image. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Functions\RemoveParticleImage.vi;Form:Remove Particle;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/functions/form/remove-particle/README.md;0.7718;Eliminates or keeps particles resistant to a specified number of 3 x 3 erosions. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Functions\HistographImage.vi;Inspection:Histograph;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/functions/inspection/histograph/README.md;0.7302;Calculates the histogram from an image. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Functions\HistogramImage.vi;Inspection:Histogram;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/functions/inspection/histogram/README.md;0.7297;Calculates the histogram of an image. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Functions\LineProfile.vi;Inspection:Line Profile;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/functions/inspection/line-profile/README.md;0.8434;Calculates the profile of a line of pixels. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Functions\ParticleAnalysis.vi;Inspection:Particle Analysis;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/functions/inspection/particle-analysis/README.md;0.8439;Returns the number of particles detected in a binary image and a 2D array of requested measurements about the particle. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Functions\ParticleAnalysisReport.vi;Inspection:Particle Analysis Report;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/functions/inspection/particle-analysis-report/README.md;0.8558;Returns the number of particles detected in a binary image and an array of reports containing the most commonly used particle measurements. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Functions\QuantifyImage.vi;Inspection:Quantify;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/functions/inspection/quantify/README.md;0.7292;Quantifies the contents of an image or the regions within an image. The region definition is performed with a labeled image mask. Each region of the mask has a single unique value. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Functions\ROIProfile.vi;Inspection:ROI Profile;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/functions/inspection/roi-profile/README.md;0.5629;Calculates the profile of the pixels along the boundary of an ROI descriptor. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Functions\DetectFaces.vi;Inspection:Detect Faces;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/functions/inspection/detect-faces/README.md;0.8463;Apply a haarscascades to detect faces then add rectangle around theses faces. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Functions\AddImage.vi;Operators:Add;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/functions/operators/add-2/README.md;0.6614;Adds two images or an image and a constant. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Functions\AndImage.vi;Operators:And;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/functions/operators/and-2/README.md;0.6949;Performs an AND or NAND operation on two images or an image and a constant. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Functions\CompareImage.vi;Operators:Compare;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/functions/operators/compare/README.md;0.7281;Performs comparison operations between two images or an image and a constant. An operation between an image and a constant occurs when Image Src B is not connected. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Functions\DivideImage.vi;Operators:Divide;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/functions/operators/divide/README.md;0.7232;Divides one image by another image or an image by a constant. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Functions\LogDiffImage.vi;Operators:LogDiff;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/functions/operators/logdiff/README.md;0.7712;Keeps bits found in Image Src A that are absent from Image Src B. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Functions\MaskImage.vi;Operators:Mask;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/functions/operators/mask/README.md;0.7117;Recopies the Image Src into the Image Dst. If a pixel value is 0 in the Image Mask, the corresponding pixel in Image Dst is set to 0. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Functions\MultiplyImage.vi;Operators:Multiply;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/functions/operators/multiply/README.md;0.7192;Multiplies two images or an image and a constant. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Functions\OrImage.vi;Operators:Or;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/functions/operators/or-2/README.md;0.6972;Performs an OR or NOR operation on two images or an image and a constant. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Functions\SegmentationMaskImage.vi;Operators:Segmentation Mask;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/functions/operators/segmentation-masks/README.md;0.7748;The Segmentation Mask function merges a base image with multiple color masks using a given opacity factor for every mask, producing a partially masked image. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Functions\SegmentationMasksImage.vi;Operators:Segmentation Masks;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/functions/operators/segmentation-masks/README.md;0.7748;The Segmentation Mask function merges a base image with multiple color masks using a given opacity factor for every mask, producing a partially masked image. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Functions\SplitImage.vi;Operators:Split;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/functions/operators/split-2/README.md;0.7065;Merges two images by dividing horizontally according to a coefficient, creating a new image. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Functions\SubtractImage.vi;Operators:Subtract;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/functions/operators/subtract/README.md;0.7287;Subtracts one image from another or a constant from an image. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Functions\WeightedSumImage.vi;Operators:Weighted Sum;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/functions/operators/weighted-sum/README.md;0.7738;The Weighted Sum function merges a base image with an other one (generally a mask) using a given coefficient. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Functions\MatchTemplate.vi;Pattern:Match Template;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/functions/pattern/match-template/README.md;0.8451;Search Image Template in Image Src and add bounding box to Image Dst where it is located. Type : polymorphic .
\ComputerVision\Source\Image\_Methods\Functions\AutoAdjustContrast.vi;Treatment:Auto Adjust Contrast;https://graiphic.github.io/Graiphic-documentation/#/computer-vision/functions/treatment/auto-adjust-contrast/README.md;0.8565;Boosts contrast based on the image’s histogram to improve normalization and line detection in varying lighting conditions. Type : polymorphic .
